Sample_ID,Output_Name,Input_XMEAS(1),Gain_XMEAS(1),Input_XMEAS(2),Gain_XMEAS(2),Input_XMEAS(3),Gain_XMEAS(3),Input_XMEAS(5),Gain_XMEAS(5)
13,XMEAS(10),0.25084130380336794,0.020651955920644876,0.5849557337704153,0.016186930480496037,0.48928118884337124,-0.027399481015010173,0.517582965073666,0.001818457658096829
14,XMEAS(10),0.2508107284716362,-0.01123267245543532,0.5837108868606137,0.0213489938325844,0.48842222484711545,0.00413888332778132,0.5186964135715774,-0.016683318688346487
15,XMEAS(10),0.25078734597657676,0.004424195318822869,0.5826232818426942,0.00958922250120818,0.48806242772197683,-0.007670470911879787,0.5185013075201812,-0.008339578869270083
16,XMEAS(10),0.25085618701500273,0.008174044641268493,0.5824174349908764,0.02527532491355605,0.48824368976375515,-0.005347368005435249,0.5193658441029859,-0.0029634997351389142
17,XMEAS(10),0.2509945758859807,-0.016363617272600682,0.5823872302721071,-0.0014758104212230757,0.48885520322713083,-0.034716982873644525,0.5201464470053138,-0.0029711520437201225
18,XMEAS(10),0.2514005522532595,0.010580197712379277,0.5825238918749281,0.008890703596689442,0.4895392794436886,-0.00705469444555891,0.5199571208612567,0.013484082923028676
19,XMEAS(10),0.25188653406282274,-0.013036862595432824,0.5833048147533103,0.011123916406298394,0.49061882364282217,0.016195828019556397,0.5201553976658786,-0.00876722847933736
20,XMEAS(10),0.2521867273526789,-0.008290796608751774,0.5844293547344005,0.015255110495041758,0.491292582850312,0.009395367158533412,0.5210730173606157,0.03517690705770654
21,XMEAS(10),0.252518840075029,0.0021693759368089267,0.5859931065297221,-0.012417162770440594,0.49176681021111135,-0.008586603144428504,0.5222429598923014,0.02795438138055039
22,XMEAS(10),0.2530586223198413,-0.02006932943218913,0.5878687550740651,0.014698489360260287,0.49173434178831127,0.003307585075998046,0.5233111930685433,0.019637168272351586
23,XMEAS(10),0.25349609912332116,-0.0028255088200942273,0.5895781232491805,0.02207519536454959,0.4915360142698423,-0.0009995849829909855,0.5247580812155547,-0.019533749699415546
24,XMEAS(10),0.25362648362387763,-0.010524365777571078,0.5895727128268056,0.01134239144139118,0.49149844402636467,0.00273529446259435,0.5274422237452389,0.01018899732674089
25,XMEAS(10),0.253513104564683,0.0010182924318163282,0.5891635809802537,0.008979703316293441,0.49146925225785953,0.000535166864463104,0.5292455526453336,-0.013769662740315288
26,XMEAS(10),0.25298073422868733,0.007821688312610138,0.588903458402838,0.0429527062748341,0.49139971909115066,0.015403218535642114,0.5327214027681076,0.020604389975755866
27,XMEAS(10),0.2523333448869571,-0.0043737803667566084,0.587970640055821,0.022620012753154922,0.4919046606675707,0.0015170068448682856,0.5352525751902645,0.0004289420003670485
28,XMEAS(10),0.25207521811558686,-0.0020189161303662724,0.5862365356392287,0.009766107054637353,0.49272869660942453,0.0026261029617027265,0.5354161635319518,0.02499270789777945
29,XMEAS(10),0.25189724421044773,-0.020693414663792157,0.5840356584646512,0.010429340986711312,0.49397932986089804,0.020712067159902148,0.5347483240557152,0.005745426905857335
30,XMEAS(10),0.2516196861040144,0.016202250695191007,0.5834535512718287,0.03022122447152319,0.495617781094304,0.000297660562082494,0.5330246240156719,-0.0037519772832523865
31,XMEAS(10),0.25132607360436443,0.013430656602480778,0.583515878939645,0.01950348129851319,0.4975912037281633,0.022726385517428553,0.5314667107447306,-0.0023123742256486862
32,XMEAS(10),0.2509293852951776,-0.006742168003816897,0.5837519147927256,0.016458471468362348,0.4994856929390896,-0.007469868657187932,0.5297748663969437,-0.003765440753140458
33,XMEAS(10),0.2503702616904872,-0.023060389330389286,0.5837543922038348,0.017550829360860894,0.5009452729589092,-0.012351642528385899,0.5284790478836605,0.002098756968839879
34,XMEAS(10),0.24975153959091653,0.002785121995751574,0.5824102672670417,0.03320630067318329,0.5019021153465059,-0.00508050027552174,0.528636600309213,0.0056152127641536115
35,XMEAS(10),0.24902462950779783,-0.022650810618252356,0.581558703909601,0.004164920873816751,0.5021491154158659,-0.037920407482933925,0.5289799337229812,0.010546047320260864
36,XMEAS(10),0.24806504215768263,-0.021897521666345694,0.5801132323046286,0.017546740468128545,0.5015996362107561,0.02171492692964995,0.5309415972795081,-0.014011118841475663
37,XMEAS(10),0.24721573022385993,-0.004410684259418801,0.577826916233533,-0.02204068543820612,0.5010846939141702,0.018450305197703205,0.5338398110288444,0.0020446721702991385
38,XMEAS(10),0.24649008436587574,-0.011478600777106265,0.5747722055807144,0.021042348030184472,0.500276772866771,-0.013184293310579718,0.5350513822537935,0.009183434565257416
39,XMEAS(10),0.24593431765004367,-0.020697705602135283,0.5723715266759052,-0.03157146656573978,0.49989971180037723,0.018618669218909777,0.5357145863852527,0.027739926850499707
40,XMEAS(10),0.24588189714676434,-0.022767911850165932,0.5715136424717654,-0.00796238342720876,0.5004881213434909,0.006593331635983144,0.5359872860475073,0.005548761731213126
41,XMEAS(10),0.24622892925314385,-0.024794256625087496,0.5711551975555242,0.007251387620915846,0.5016818479673908,0.013161414580370703,0.5355249354979356,0.017248672493564734
42,XMEAS(10),0.24692758791261474,-0.011688576780776236,0.5723445284939228,0.000896340040796836,0.5030828735022834,0.013549204750294669,0.5327814226416795,0.008605724175099912
43,XMEAS(10),0.24789192127964985,0.00020523690259974231,0.5743921421911912,0.00507896601434654,0.5045804056207123,-0.011826284965645832,0.5295375726171538,0.021099668198653002
44,XMEAS(10),0.24884133374626857,-0.05142454144677223,0.5766891351265594,-0.018652319000928258,0.5064190344408526,0.011580085240233065,0.5271182957005959,0.0017661515586981254
45,XMEAS(10),0.249674605649337,-0.01665994653943411,0.5787901323773466,0.008469742132360127,0.5083524705809308,0.026640254635879244,0.5261429560888436,0.014724555489715676
46,XMEAS(10),0.250418038149565,0.003839855944897533,0.5800588429217041,0.0010544087400920588,0.5099535907657293,0.020472246263686926,0.5262975383370984,-0.011496624449490555
47,XMEAS(10),0.2508814372792045,0.01069250531648901,0.580039405286466,0.017506861538276117,0.5113322374241135,0.022773827803139045,0.5276524994095364,0.0009206537164265457
48,XMEAS(10),0.2508152375316656,-0.005141916230401618,0.5786561724199875,0.011078864136321302,0.5122398666115945,0.02319563142829821,0.5266268159155532,0.001256176829729806
49,XMEAS(10),0.2506346170967982,-0.0009785996424759038,0.5759378264441724,-0.0008964321898325834,0.512768166964605,0.03187357268075496,0.5248237561461178,0.005128637797381539
50,XMEAS(10),0.2505491737168945,-0.010245128573260386,0.5714618617058274,-0.00912826496140368,0.5129318308089285,0.01881380183619848,0.5232432087478224,0.004526187643629535
51,XMEAS(10),0.2504328152362679,-0.0036327585992496684,0.5666257179094314,-0.0034618937492582446,0.5126280174613241,0.01988896001163185,0.5208960512136759,-0.005079120915911769
52,XMEAS(10),0.2503580322339206,0.008439959082545734,0.5624319517374562,0.0020345745248766863,0.5125154243593487,0.014048503098517984,0.5171500324482845,-0.019574445559533728
53,XMEAS(10),0.2501638052919372,-0.011462306861968974,0.5587288610480317,0.0040993205097312364,0.5124372371344831,0.015275090955366558,0.5132745936325466,-0.01589917588007088
54,XMEAS(10),0.2498721477991632,0.008915776819936189,0.5551010372533604,0.003304074881818786,0.5126421913423539,0.02266039530772311,0.5105906096005625,0.013258220457746547
55,XMEAS(10),0.24971600002601727,0.007375604684377002,0.5514727954543484,-0.011148365868020562,0.5130493049751648,0.019524349145847168,0.5096693434486302,-0.02331080182628273
56,XMEAS(10),0.2496307366702197,-0.009335081056144822,0.5493179392232241,-0.006625966655959635,0.5133119057498023,0.03176416061029859,0.5090461281160821,-0.004390175826644926
57,XMEAS(10),0.2496327005236123,0.029768707814682202,0.5472919393977438,-0.019435785508626385,0.5133974778703149,0.021296580228174915,0.5085959915144312,0.011645741749109945
58,XMEAS(10),0.2500635867488032,0.0025699427771460684,0.5456213790597108,-0.001789809464532155,0.5134075392206879,0.020737896089914887,0.5068916182857793,-0.011027508631538598
59,XMEAS(10),0.2507389025029983,0.004271772883500312,0.5445964500221028,-0.02785743818583548,0.5128780443203156,-0.00135752323627227,0.506440544691047,-0.020135783964877894
60,XMEAS(10),0.2511629142634265,-0.020970431515394426,0.5442193050900918,-0.003053468496847755,0.511916398444432,0.02002311918089576,0.5071704125386003,-0.01453071577394235
61,XMEAS(10),0.2515287778822913,-0.006057037386794703,0.5448953152778774,-0.009153059371894201,0.5107164455213707,0.013568126410927426,0.5086062974414034,0.004932584413341328
62,XMEAS(10),0.25197261366595364,0.013421601676335795,0.5450024426829774,-0.017551570826141925,0.5095795786449664,0.0080314619291279,0.5096131878427308,0.010210275877260325
63,XMEAS(10),0.25265715962284735,0.003440252593439499,0.5454924304795213,-0.00472689449051817,0.5079527650698344,0.012268878141013746,0.5105465607947454,-0.014293665771133383
64,XMEAS(10),0.2535646130477041,-0.01048573584876974,0.5467981706638714,0.014619392022407236,0.5062276436916026,0.01603329102435075,0.5124148969626039,-0.005266988239218325
65,XMEAS(10),0.2547537584598913,-0.02074087742047207,0.5482352185864713,-0.014323978189749707,0.5048596137879268,0.017938083543001707,0.5146055960653318,-0.009860237960807034
66,XMEAS(10),0.25655102625443316,-0.00437219881234391,0.5492906022113153,0.015815957881891354,0.503549475586314,0.023612650027799994,0.5168949552509023,-0.0192094516855666
67,XMEAS(10),0.258949076366117,-0.003243533001781226,0.5489068859219038,-0.006209369124845229,0.5024122247769979,0.02556972578245717,0.5193326150219184,0.005171437296960948
68,XMEAS(10),0.26173501888068285,-0.011109934710554083,0.5474989252235096,-0.016560986392030165,0.5019323066345468,0.012224325402692282,0.5207381098392693,-0.0047255985254574554
69,XMEAS(10),0.2643261587391304,0.03344496014118737,0.5454389783650926,-0.010987991915676206,0.5014664654828952,0.010467879266973873,0.5218869872610397,-0.0047923679015928825
70,XMEAS(10),0.26649811543189955,0.01320567232184499,0.5424667915974681,-0.012089970043526927,0.5010031406822048,0.02106297278938215,0.5230576979483493,0.01808055648128207
71,XMEAS(10),0.2682701222607946,0.012242554859686217,0.5384927506372401,-0.006933451751903763,0.5000716082098632,-0.0005462179543286786,0.5241057720875298,-0.011839029871214522
72,XMEAS(10),0.2694512620433648,0.012343439530338458,0.5343266027960493,-0.007762242493876446,0.4982230109677334,0.031081840099327466,0.5233176236354351,0.012637914315849912
73,XMEAS(10),0.2699596959085034,0.02851416289660176,0.5311079705449817,-0.019086401947841017,0.49581993374011074,-0.012055682144603348,0.5226347134652407,-0.0018623322453585707
74,XMEAS(10),0.26964537765172614,0.0009324467977096854,0.5287838774810688,-0.015065121373216214,0.49354496011821963,0.0026605575799576453,0.5228356062969804,-0.020720990809853138
75,XMEAS(10),0.2690296486962286,-0.0032789645648972103,0.5272060323101984,-0.001875695452391352,0.49134521793683933,0.007408459030345709,0.5223927770346076,0.0018004216428442192
76,XMEAS(10),0.26868662992656706,0.00860531692710315,0.5263571140385814,-0.013898940324187307,0.4886639777136626,-0.005332593966272689,0.5222531307955475,0.00790772997447169
77,XMEAS(10),0.26827128284471813,0.021402387750446294,0.5270341599871011,-0.0049578958233050235,0.48588340788475504,-0.009241871211947724,0.5219397778193022,0.010292464886261636
78,XMEAS(10),0.26770807639397326,0.01259877281753899,0.5284934265507207,-0.008468174177066277,0.4836474381746039,-0.011102785602001227,0.519977596950123,-0.005747698372839848
79,XMEAS(10),0.26725081919630816,0.010617697457522796,0.530628055281249,-0.01817497274952945,0.48157384447868035,-0.008574725646930528,0.5182316933666903,-0.002515102087771914
80,XMEAS(10),0.2670856921212625,-0.010446945260853456,0.5334286952559171,-0.013147926298531483,0.47938299964688963,-0.011258083648006645,0.5181942398236552,0.007943505776896016
81,XMEAS(10),0.2670158625814273,0.016824636205831075,0.5362204133455988,-0.01448154604340345,0.47740441309926174,-0.01408317474228456,0.5182039327508446,0.009682766680690992
82,XMEAS(10),0.2670145754015032,0.019495713855049328,0.5383885350134293,4.701106687696459e-05,0.47546208235185544,-0.0032011240925150382,0.5184579824954576,0.014696171925059537
83,XMEAS(10),0.26697874233405916,0.021580232630247134,0.5389975001721886,-0.007256423761744283,0.47398927246339506,-0.028836295192512178,0.5196515390325971,-0.007173066899474216
84,XMEAS(10),0.26680078856013595,0.015601923793763106,0.5382472052338858,-0.02131596286079704,0.4731414956640312,0.0053681527205039214,0.5217685720516635,0.0019243024753687011
85,XMEAS(10),0.2666366709350516,0.012437527381440603,0.537406265970684,-0.035842440935519006,0.4723839954787922,-0.015674004292945156,0.5233015679214531,0.00361668273649714
86,XMEAS(10),0.2664062534077901,0.0468864761126388,0.5360488519786663,0.007029743215507889,0.4713292758143489,-0.023131640273368125,0.5245486569216022,-0.0025087245019464726
87,XMEAS(10),0.2660185808913521,0.014920450037805304,0.5356000300130551,0.0011655973456900864,0.4699844659514264,-0.007319848405775396,0.5238943808701881,-0.003561841632078667
88,XMEAS(10),0.265518776655157,0.012033839730199324,0.5359489892233565,-0.003165721348895218,0.4685360495805544,-0.0009429899715199341,0.5222488514306307,-0.006253962280836789
89,XMEAS(10),0.2649118193021843,0.011956627167046575,0.5376432990149332,0.0022678797348887163,0.4669214033939009,0.002446074168481512,0.520994668908365,0.00023318893196637154
90,XMEAS(10),0.2641940087840754,-0.002536060704723076,0.5401501768309567,-0.008558253977080219,0.4648509662054403,-0.015772370235964547,0.5207966664671638,0.014892646609720664
91,XMEAS(10),0.2634079367921738,0.007111567506318056,0.5426912754867741,-0.0049203414088366815,0.46333273083870397,-0.01531387087510396,0.5197870630047514,-0.003561429985954674
92,XMEAS(10),0.2627459344957055,-0.006252282118601937,0.5455413998169878,-0.0054523937001157395,0.4625498695387741,-0.0216943942874207,0.5190400834763909,0.002523091949950958
93,XMEAS(10),0.26195620478543513,0.013119082810930303,0.5485648683057983,-4.072028728534322e-05,0.46254138048957505,-0.01791913358578511,0.5159798140973989,0.006458819346397825
94,XMEAS(10),0.26076598005416146,0.002612544425500698,0.5513352033135558,0.0032239255409744795,0.4628351180553842,-0.018349951511747852,0.5122513745314304,-0.010992347259356426
95,XMEAS(10),0.25912819100195106,0.009887078204400794,0.5527901245592131,0.00787877049907446,0.46344087888004354,-0.00902623368317182,0.5084236456491756,-0.005697802898376457
96,XMEAS(10),0.2572121929893642,-0.013783525933922042,0.5523016046603233,-0.0015497195135844705,0.4643227713730972,-0.014530109474919086,0.5038984795083379,-0.007186594483195896
97,XMEAS(10),0.2549982964690307,-0.006571661000796115,0.5519943609802422,0.0036503155259574433,0.465181663803459,-0.011557409887037469,0.499135561347655,0.0015403026158700755
98,XMEAS(10),0.25219908692939164,-0.004863942690390358,0.5518275016734259,-0.023289370286898734,0.4662831064369224,-0.017443623116250893,0.49533667082340466,-0.006252780866860166
99,XMEAS(10),0.24903916405244958,-0.012664433167835748,0.5520365666386549,0.011946175450334558,0.4675565410079324,-0.026521983329285986,0.4925218997191291,-0.004293346611022734
0,XMEAS(12),0.2410881122166823,-0.016752627117289767,0.568721725311984,-0.004605735715141543,0.49069378594325647,0.014325353409283653,0.5217938222180551,0.006739041826659925
1,XMEAS(12),0.24111479591374474,-0.027459730812157912,0.5658371707472302,-0.0012573340212514474,0.4893927422856394,0.011548888912692894,0.5194702978094555,0.0021402619246980487
2,XMEAS(12),0.2415536971082087,-0.041681567738790795,0.5653981606745244,-0.013299323486092699,0.4889870450968592,-0.024057591603471276,0.5181775323468456,-0.014514129252786138
3,XMEAS(12),0.24226658519061697,-9.708263507735514e-05,0.5661912359725124,-0.003981292227604434,0.4893982959734528,-0.004053480981963557,0.5180364653971996,-0.02061613902006845
4,XMEAS(12),0.2431910004133024,-0.010054802309737597,0.5684653145243982,-0.02681532512609804,0.49006104093755737,-0.0005018900579309582,0.5176272406056224,-0.01345750930445559
5,XMEAS(12),0.24424583537904063,-0.015372300663883617,0.5718028390615397,-0.010029626216198519,0.49075735885650235,-0.0024869787273502637,0.5171500796587357,-0.003953395139326326
6,XMEAS(12),0.24533679101309722,-0.0027358939288038234,0.5757928584600797,0.023754520861162705,0.4915693037393551,0.018387311667904204,0.517562519144166,0.008582897805124955
7,XMEAS(12),0.24661965417228304,-0.01286544538361274,0.5800513515325713,0.013805500940006928,0.4924188486396417,0.005820877777517643,0.5172352363032201,-0.016819285018476016
8,XMEAS(12),0.24802835692070266,-0.033645127056039566,0.5830256141284824,-0.029305827265044007,0.4927387247085525,-0.035942197327578085,0.5164609111734108,-0.006692264346333662
9,XMEAS(12),0.24937525174305183,-0.018600496058289017,0.5855579043608085,0.017827643643182164,0.49271929368662143,0.013938124103836262,0.5151243335189204,0.013336015657388095
10,XMEAS(12),0.25042401258606006,0.013895852185125323,0.5865293263537739,0.010272801624658765,0.49220725094280765,0.019700638242233705,0.5154780895322496,-0.02695818899099047
11,XMEAS(12),0.2509711473573727,0.018646575342758563,0.5865883585999282,0.030441918304096746,0.4913888641739007,-0.009977464503266071,0.5163841662034547,-0.004882922324232559
12,XMEAS(12),0.2509440839230929,-0.004715952454843323,0.5861373342824906,0.0029861688922813057,0.4903133208004805,0.0003277600394749442,0.516857728298251,-0.010262839141194031
13,XMEAS(12),0.25084130380336794,-0.007590569825549606,0.5849557337704153,-0.018403515666767324,0.48928118884337124,-5.670949978757922e-05,0.517582965073666,-0.00421196055388123
14,XMEAS(12),0.2508107284716362,-0.0327904401601666,0.5837108868606137,-0.0014309772778990737,0.48842222484711545,0.008504051990749346,0.5186964135715774,-0.00634068189313132
15,XMEAS(12),0.25078734597657676,0.004690690919411023,0.5826232818426942,0.0027702154497782775,0.48806242772197683,-0.01323366145832615,0.5185013075201812,0.0015032953409765382
16,XMEAS(12),0.25085618701500273,0.020705712770058886,0.5824174349908764,0.008448830143795535,0.48824368976375515,0.0018780340878511363,0.5193658441029859,0.012057489867052776
17,XMEAS(12),0.2509945758859807,-0.02551764495224403,0.5823872302721071,-0.01750013336251902,0.48885520322713083,-0.012021253651473527,0.5201464470053138,-0.018268737138684533
18,XMEAS(12),0.2514005522532595,0.0011883927377061053,0.5825238918749281,0.036081297232998,0.4895392794436886,0.010515231047179122,0.5199571208612567,0.0296085064950278
19,XMEAS(12),0.25188653406282274,-0.012048258224324685,0.5833048147533103,0.01780942052238746,0.49061882364282217,-0.004772623351987226,0.5201553976658786,-0.013898477530309615
20,XMEAS(12),0.2521867273526789,0.019173605013214825,0.5844293547344005,0.031376816342164986,0.491292582850312,0.002148749939886169,0.5210730173606157,0.00967509128760774
21,XMEAS(12),0.252518840075029,-0.020779021772916993,0.5859931065297221,0.030572698146933905,0.49176681021111135,0.01600680652900142,0.5222429598923014,-0.018504103962730625
22,XMEAS(12),0.2530586223198413,0.013347013496117447,0.5878687550740651,0.03779251470869703,0.49173434178831127,-0.02050582299285487,0.5233111930685433,-0.031248380717916795
23,XMEAS(12),0.25349609912332116,-0.0058417327767089095,0.5895781232491805,-0.002941628417806758,0.4915360142698423,0.006151913009635657,0.5247580812155547,-0.02606471712395737
24,XMEAS(12),0.25362648362387763,0.005038548653076421,0.5895727128268056,0.014501733079207746,0.49149844402636467,0.0051279913167107,0.5274422237452389,-0.00416901443846613
25,XMEAS(12),0.253513104564683,0.013792108656601493,0.5891635809802537,0.02110261409575503,0.49146925225785953,-0.013053842090531316,0.5292455526453336,-0.025846409326260165
26,XMEAS(12),0.25298073422868733,0.00370363291074578,0.588903458402838,0.017021382759509228,0.49139971909115066,0.00781279368549664,0.5327214027681076,0.008911247320504346
27,XMEAS(12),0.2523333448869571,0.007250381171697616,0.587970640055821,0.013425091134477336,0.4919046606675707,0.0044468716224806,0.5352525751902645,-0.0026009001564309673
28,XMEAS(12),0.25207521811558686,0.008863177022215738,0.5862365356392287,0.0518388851512996,0.49272869660942453,0.03528318923165801,0.5354161635319518,0.04350402469413306
29,XMEAS(12),0.25189724421044773,-0.032173774910532714,0.5840356584646512,0.00023946144248736321,0.49397932986089804,-0.010128890787477599,0.5347483240557152,0.002635876753649409
30,XMEAS(12),0.2516196861040144,-0.006688470853798362,0.5834535512718287,0.011835812911883264,0.495617781094304,-0.002172484202716937,0.5330246240156719,0.014145143854981909
31,XMEAS(12),0.25132607360436443,-0.014857890275636259,0.583515878939645,0.01325371190589026,0.4975912037281633,-0.003044357582921044,0.5314667107447306,0.001852099009387681
32,XMEAS(12),0.2509293852951776,-0.013071602476738019,0.5837519147927256,0.056371784140657126,0.4994856929390896,0.01360893343647516,0.5297748663969437,-0.005133205746571445
33,XMEAS(12),0.2503702616904872,0.019584563923921296,0.5837543922038348,0.009351785664885039,0.5009452729589092,0.026697551570497743,0.5284790478836605,0.03158097591053386
34,XMEAS(12),0.24975153959091653,0.013072845945312134,0.5824102672670417,-0.017765109465476516,0.5019021153465059,0.03681947014124414,0.528636600309213,-0.009650512606795393
35,XMEAS(12),0.24902462950779783,0.009847776649180849,0.581558703909601,-0.003704901897689225,0.5021491154158659,-0.005597171595558824,0.5289799337229812,0.029579765427742835
36,XMEAS(12),0.24806504215768263,-0.005251647050780279,0.5801132323046286,-0.011011130596898396,0.5015996362107561,0.03583835717973677,0.5309415972795081,0.009893054117566141
37,XMEAS(12),0.24721573022385993,-0.01980479838738509,0.577826916233533,0.026895475843856775,0.5010846939141702,0.0053870701351243005,0.5338398110288444,0.014994702986171199
38,XMEAS(12),0.24649008436587574,-0.010425365719379664,0.5747722055807144,0.027278401502025425,0.500276772866771,-0.002122657592030291,0.5350513822537935,0.040322067541133245
39,XMEAS(12),0.24593431765004367,-0.033063959962190304,0.5723715266759052,0.01715324314108574,0.49989971180037723,-0.01686128330339685,0.5357145863852527,0.012886538882428076
40,XMEAS(12),0.24588189714676434,0.01799676684231592,0.5715136424717654,-0.018783853599487515,0.5004881213434909,0.025447201949957497,0.5359872860475073,0.027724005731111966
41,XMEAS(12),0.24622892925314385,-0.014049745531975022,0.5711551975555242,0.016443018863698488,0.5016818479673908,0.001010634240581073,0.5355249354979356,0.023821037752603802
42,XMEAS(12),0.24692758791261474,-0.005523820488112831,0.5723445284939228,0.01184948690843599,0.5030828735022834,0.008079220925254434,0.5327814226416795,0.06170950094205279
43,XMEAS(12),0.24789192127964985,-0.002254390412378312,0.5743921421911912,0.003570598368351081,0.5045804056207123,0.020535938911645096,0.5295375726171538,0.04444502928066017
44,XMEAS(12),0.24884133374626857,-0.023639857020042333,0.5766891351265594,0.030942472108755913,0.5064190344408526,0.019729198328239946,0.5271182957005959,0.006353650838270607
45,XMEAS(12),0.249674605649337,0.007567822554987764,0.5787901323773466,0.02951076571998816,0.5083524705809308,0.028355521012540786,0.5261429560888436,0.02599511822473303
46,XMEAS(12),0.250418038149565,-0.0002304851812356117,0.5800588429217041,0.011166104489528733,0.5099535907657293,0.014757166890500585,0.5262975383370984,-0.013161964206289315
47,XMEAS(12),0.2508814372792045,-0.006234484462034665,0.580039405286466,0.018201012342517586,0.5113322374241135,0.03392268638356268,0.5276524994095364,-0.008635796316993273
48,XMEAS(12),0.2508152375316656,-0.021447092876615056,0.5786561724199875,0.0161558339991521,0.5122398666115945,0.03212268882192358,0.5266268159155532,0.014936230716230223
49,XMEAS(12),0.2506346170967982,-0.010212495995353208,0.5759378264441724,0.037469618300884786,0.512768166964605,0.04055400669424273,0.5248237561461178,-0.004059437291697636
50,XMEAS(12),0.2505491737168945,-0.04167618172883808,0.5714618617058274,0.024352721091685688,0.5129318308089285,0.010216655749436995,0.5232432087478224,0.007853048871311375
51,XMEAS(12),0.2504328152362679,0.005162688795671021,0.5666257179094314,-0.0020190655718002686,0.5126280174613241,0.018580818355059352,0.5208960512136759,-0.017803927764564135
52,XMEAS(12),0.2503580322339206,-0.026136576691237395,0.5624319517374562,-0.009549314246193475,0.5125154243593487,0.030782934426131066,0.5171500324482845,0.012061336487922918
53,XMEAS(12),0.2501638052919372,0.036599981760709326,0.5587288610480317,0.0003083491948042867,0.5124372371344831,0.021096418193221077,0.5132745936325466,-0.025717255736452227
54,XMEAS(12),0.2498721477991632,-0.002247505447427572,0.5551010372533604,-0.02083162466386287,0.5126421913423539,0.039051852729893206,0.5105906096005625,0.003933075511330081
55,XMEAS(12),0.24971600002601727,0.00779121493988816,0.5514727954543484,0.007865217651587573,0.5130493049751648,0.030881589968592242,0.5096693434486302,-0.005887308047095688
56,XMEAS(12),0.2496307366702197,-0.044619981495591,0.5493179392232241,-0.03502069434145378,0.5133119057498023,0.025506205699280804,0.5090461281160821,-0.018748222275184134
57,XMEAS(12),0.2496327005236123,-0.014313821576885953,0.5472919393977438,-0.014141058289570014,0.5133974778703149,0.03268822321306335,0.5085959915144312,0.01222900182473998
58,XMEAS(12),0.2500635867488032,0.03161280417251412,0.5456213790597108,-0.002955787215254207,0.5134075392206879,0.032209654717281384,0.5068916182857793,0.00472633679006154
59,XMEAS(12),0.2507389025029983,-0.01691804132930836,0.5445964500221028,-0.008077711401315541,0.5128780443203156,0.021152126802560244,0.506440544691047,-0.00799425088237826
60,XMEAS(12),0.2511629142634265,-0.006715543230231507,0.5442193050900918,-0.023561627121180935,0.511916398444432,0.043541384608408354,0.5071704125386003,-0.006060860239488673
61,XMEAS(12),0.2515287778822913,-0.0006277230997654875,0.5448953152778774,-0.0025170178727550326,0.5107164455213707,0.024276313428803712,0.5086062974414034,-0.0026001778747943437
62,XMEAS(12),0.25197261366595364,-0.02745316922271629,0.5450024426829774,-0.023592385049322935,0.5095795786449664,0.03985691747418978,0.5096131878427308,-0.010648586383395454
