Sample_ID,Output_Name,Feature,Feature_Value,SHAP_Value
12,XMEAS(10),XMEAS(3),0.4903133208004805,0.0014687438778623494
12,XMEAS(10),XMEAS(5),0.516857728298251,0.003021556972749743
13,XMEAS(10),XMEAS(1),0.25084130380336794,0.0046783044509268725
13,XMEAS(10),XMEAS(2),0.5849557337704153,-0.0032940105444773013
13,XMEAS(10),XMEAS(3),0.48928118884337124,0.0008526743985475578
13,XMEAS(10),XMEAS(5),0.517582965073666,0.003933068785781217
14,XMEAS(10),XMEAS(1),0.2508107284716362,0.0026942132011171043
14,XMEAS(10),XMEAS(2),0.5837108868606137,-0.0038900980873075733
14,XMEAS(10),XMEAS(3),0.48842222484711545,0.003187116844364384
14,XMEAS(10),XMEAS(5),0.5186964135715774,0.001664562006688906
15,XMEAS(10),XMEAS(1),0.25078734597657676,-0.009342869566269873
15,XMEAS(10),XMEAS(2),0.5826232818426942,-0.0031920767128083317
15,XMEAS(10),XMEAS(3),0.48806242772197683,0.010152411578265201
15,XMEAS(10),XMEAS(5),0.5185013075201812,0.0072638597669026275
16,XMEAS(10),XMEAS(1),0.25085618701500273,0.0020834610368729656
16,XMEAS(10),XMEAS(2),0.5824174349908764,0.0003221817194635841
16,XMEAS(10),XMEAS(3),0.48824368976375515,0.007085009764330059
16,XMEAS(10),XMEAS(5),0.5193658441029859,0.004687924246777998
17,XMEAS(10),XMEAS(1),0.2509945758859807,-0.007021812554578098
17,XMEAS(10),XMEAS(2),0.5823872302721071,0.00046017209337432787
17,XMEAS(10),XMEAS(3),0.48885520322713083,0.006276292940129872
17,XMEAS(10),XMEAS(5),0.5201464470053138,0.004434906363256053
18,XMEAS(10),XMEAS(1),0.2514005522532595,-0.003434462009669318
18,XMEAS(10),XMEAS(2),0.5825238918749281,0.004744483631789091
18,XMEAS(10),XMEAS(3),0.4895392794436886,-0.0035942512088500697
18,XMEAS(10),XMEAS(5),0.5199571208612567,0.006953183303485205
19,XMEAS(10),XMEAS(1),0.25188653406282274,0.0
19,XMEAS(10),XMEAS(2),0.5833048147533103,-0.004998138844309779
19,XMEAS(10),XMEAS(3),0.49061882364282217,0.0037700658969103138
19,XMEAS(10),XMEAS(5),0.5201553976658786,-0.0015371626554562218
20,XMEAS(10),XMEAS(1),0.2521867273526789,0.00016545635644131732
20,XMEAS(10),XMEAS(2),0.5844293547344005,-0.0017185283547931475
20,XMEAS(10),XMEAS(3),0.491292582850312,0.0007432911396679388
20,XMEAS(10),XMEAS(5),0.5210730173606157,0.0005125947820428041
21,XMEAS(10),XMEAS(1),0.252518840075029,-0.011262153994249784
21,XMEAS(10),XMEAS(2),0.5859931065297221,0.0031073005906708385
21,XMEAS(10),XMEAS(3),0.49176681021111135,0.002776448531433196
21,XMEAS(10),XMEAS(5),0.5222429598923014,0.007807296828951926
22,XMEAS(10),XMEAS(1),0.2530586223198413,-0.0005898985110654226
22,XMEAS(10),XMEAS(2),0.5878687550740651,-0.003077420662457123
22,XMEAS(10),XMEAS(3),0.49173434178831127,0.003915822889716298
22,XMEAS(10),XMEAS(5),0.5233111930685433,-0.0032027456476322034
23,XMEAS(10),XMEAS(1),0.25349609912332116,0.01614624383118173
23,XMEAS(10),XMEAS(2),0.5895781232491805,0.0026968269996268533
23,XMEAS(10),XMEAS(3),0.4915360142698423,-0.012516098449429192
23,XMEAS(10),XMEAS(5),0.5247580812155547,0.00672331826278946
24,XMEAS(10),XMEAS(1),0.25362648362387763,0.00342010848037711
24,XMEAS(10),XMEAS(2),0.5895727128268056,-0.0017821785023428515
24,XMEAS(10),XMEAS(3),0.49149844402636467,0.009287368539226792
24,XMEAS(10),XMEAS(5),0.5274422237452389,-0.00377244043878129
25,XMEAS(10),XMEAS(1),0.253513104564683,0.00923151373127945
25,XMEAS(10),XMEAS(2),0.5891635809802537,0.0022769886436560774
25,XMEAS(10),XMEAS(3),0.49146925225785953,0.0003883792837929509
25,XMEAS(10),XMEAS(5),0.5292455526453336,0.002980291347806092
26,XMEAS(10),XMEAS(1),0.25298073422868733,0.004337527330804707
26,XMEAS(10),XMEAS(2),0.588903458402838,0.0
26,XMEAS(10),XMEAS(3),0.49139971909115066,0.0032975236904557066
26,XMEAS(10),XMEAS(5),0.5327214027681076,0.010557630350905258
27,XMEAS(10),XMEAS(1),0.2523333448869571,0.007889153278497343
27,XMEAS(10),XMEAS(2),0.587970640055821,-0.005037538624813501
27,XMEAS(10),XMEAS(3),0.4919046606675707,0.004005305233493152
27,XMEAS(10),XMEAS(5),0.5352525751902645,-0.00469124204169894
28,XMEAS(10),XMEAS(1),0.25207521811558686,-0.0034544235337453824
28,XMEAS(10),XMEAS(2),0.5862365356392287,-0.0068170883526982
28,XMEAS(10),XMEAS(3),0.49272869660942453,0.0
28,XMEAS(10),XMEAS(5),0.5354161635319518,-0.002092604722652948
29,XMEAS(10),XMEAS(1),0.25189724421044773,-0.0019143138267600302
29,XMEAS(10),XMEAS(2),0.5840356584646512,-0.008610303764417487
29,XMEAS(10),XMEAS(3),0.49397932986089804,-0.0033982214731036694
29,XMEAS(10),XMEAS(5),0.5347483240557152,-0.00607412914546232
30,XMEAS(10),XMEAS(1),0.2516196861040144,0.011392603472223109
30,XMEAS(10),XMEAS(2),0.5834535512718287,-0.007559189973819276
30,XMEAS(10),XMEAS(3),0.495617781094304,-0.015400187338440374
30,XMEAS(10),XMEAS(5),0.5330246240156719,-0.0015808756269548878
31,XMEAS(10),XMEAS(1),0.25132607360436443,-0.010372290840355028
31,XMEAS(10),XMEAS(2),0.583515878939645,-0.004290142193387425
31,XMEAS(10),XMEAS(3),0.4975912037281633,-0.0013657680677926502
31,XMEAS(10),XMEAS(5),0.5314667107447306,0.006297685919516817
32,XMEAS(10),XMEAS(1),0.2509293852951776,-0.004559958335912081
32,XMEAS(10),XMEAS(2),0.5837519147927256,-0.0030276605232832207
32,XMEAS(10),XMEAS(3),0.4994856929390896,-0.010532865592968161
32,XMEAS(10),XMEAS(5),0.5297748663969437,-0.00440619428881478
33,XMEAS(10),XMEAS(1),0.2503702616904872,-0.002835823637106278
33,XMEAS(10),XMEAS(2),0.5837543922038348,-0.001263088268273735
33,XMEAS(10),XMEAS(3),0.5009452729589092,-0.005265434986847417
33,XMEAS(10),XMEAS(5),0.5284790478836605,-0.006908463507304893
34,XMEAS(10),XMEAS(1),0.24975153959091653,0.0
34,XMEAS(10),XMEAS(2),0.5824102672670417,-0.005981984233041469
34,XMEAS(10),XMEAS(3),0.5019021153465059,-0.005545683140065521
34,XMEAS(10),XMEAS(5),0.528636600309213,-0.003114330143048257
35,XMEAS(10),XMEAS(1),0.24902462950779783,-0.0010443895872812928
35,XMEAS(10),XMEAS(2),0.581558703909601,-0.007354135038854797
35,XMEAS(10),XMEAS(3),0.5021491154158659,0.001985449308464865
35,XMEAS(10),XMEAS(5),0.5289799337229812,-0.0009319427711463779
36,XMEAS(10),XMEAS(1),0.24806504215768263,-0.002773863998576149
36,XMEAS(10),XMEAS(2),0.5801132323046286,-0.01084278257971622
36,XMEAS(10),XMEAS(3),0.5015996362107561,-0.006970912310620068
36,XMEAS(10),XMEAS(5),0.5309415972795081,-0.006968261754989392
37,XMEAS(10),XMEAS(1),0.24721573022385993,-0.0035041938394994357
37,XMEAS(10),XMEAS(2),0.577826916233533,-0.005330833539665163
37,XMEAS(10),XMEAS(3),0.5010846939141702,-0.005063175334406178
37,XMEAS(10),XMEAS(5),0.5338398110288444,-0.0057181898392818595
38,XMEAS(10),XMEAS(1),0.24649008436587574,0.0030917628198517287
38,XMEAS(10),XMEAS(2),0.5747722055807144,-0.0002593021146680693
38,XMEAS(10),XMEAS(3),0.500276772866771,-0.0006349809522426166
38,XMEAS(10),XMEAS(5),0.5350513822537935,0.006697383673744283
39,XMEAS(10),XMEAS(1),0.24593431765004367,0.018903004736750773
39,XMEAS(10),XMEAS(2),0.5723715266759052,-0.006667500208906726
39,XMEAS(10),XMEAS(3),0.49989971180037723,-0.027792613884843914
39,XMEAS(10),XMEAS(5),0.5357145863852527,0.010299118102670183
40,XMEAS(10),XMEAS(1),0.24588189714676434,0.005419155509111808
40,XMEAS(10),XMEAS(2),0.5715136424717654,0.001999736129281495
40,XMEAS(10),XMEAS(3),0.5004881213434909,0.004077088683967683
40,XMEAS(10),XMEAS(5),0.5359872860475073,0.0
41,XMEAS(10),XMEAS(1),0.24622892925314385,-7.909952221933376e-05
41,XMEAS(10),XMEAS(2),0.5711551975555242,-0.0021582986470806984
41,XMEAS(10),XMEAS(3),0.5016818479673908,-0.0022224660597564244
41,XMEAS(10),XMEAS(5),0.5355249354979356,-0.0033854752480057745
42,XMEAS(10),XMEAS(1),0.24692758791261474,0.0005147791799941384
42,XMEAS(10),XMEAS(2),0.5723445284939228,-0.0032079685738437415
42,XMEAS(10),XMEAS(3),0.5030828735022834,0.00477352231683702
42,XMEAS(10),XMEAS(5),0.5327814226416795,-0.007894256699137172
43,XMEAS(10),XMEAS(1),0.24789192127964985,0.00016770621650982406
43,XMEAS(10),XMEAS(2),0.5743921421911912,-0.009419518469086261
43,XMEAS(10),XMEAS(3),0.5045804056207123,0.008402538153703294
43,XMEAS(10),XMEAS(5),0.5295375726171538,0.0
44,XMEAS(10),XMEAS(1),0.24884133374626857,0.0008250711011631774
44,XMEAS(10),XMEAS(2),0.5766891351265594,0.001760979382232528
44,XMEAS(10),XMEAS(3),0.5064190344408526,-0.007755009727237978
44,XMEAS(10),XMEAS(5),0.5271182957005959,0.004302071972438003
45,XMEAS(10),XMEAS(1),0.249674605649337,-0.0006730359994283849
45,XMEAS(10),XMEAS(2),0.5787901323773466,-0.006445931006166563
45,XMEAS(10),XMEAS(3),0.5083524705809308,0.0031568452608619546
45,XMEAS(10),XMEAS(5),0.5261429560888436,-0.0013011445206593131
46,XMEAS(10),XMEAS(1),0.250418038149565,0.003186167894801314
46,XMEAS(10),XMEAS(2),0.5800588429217041,-0.0038767104555880176
46,XMEAS(10),XMEAS(3),0.5099535907657293,0.0015844336872768302
46,XMEAS(10),XMEAS(5),0.5262975383370984,0.0008290732199187131
47,XMEAS(10),XMEAS(1),0.2508814372792045,0.0043427803632099925
47,XMEAS(10),XMEAS(2),0.580039405286466,0.002687248508724101
47,XMEAS(10),XMEAS(3),0.5113322374241135,0.0023384565810261855
47,XMEAS(10),XMEAS(5),0.5276524994095364,-0.007057193460295946
48,XMEAS(10),XMEAS(1),0.2508152375316656,-0.0008508463746723278
48,XMEAS(10),XMEAS(2),0.5786561724199875,-0.0013823444208391424
48,XMEAS(10),XMEAS(3),0.5122398666115945,-0.005023274527683164
48,XMEAS(10),XMEAS(5),0.5266268159155532,-0.0014282267615946481
49,XMEAS(10),XMEAS(1),0.2506346170967982,-0.004767100226286281
49,XMEAS(10),XMEAS(2),0.5759378264441724,-0.005640756560002878
49,XMEAS(10),XMEAS(3),0.512768166964605,-0.004667998777919244
49,XMEAS(10),XMEAS(5),0.5248237561461178,-0.006673668015865911
0,XMEAS(12),XMEAS(1),0.2410881122166823,0.0039054051688795586
0,XMEAS(12),XMEAS(2),0.568721725311984,0.006299764524561708
0,XMEAS(12),XMEAS(3),0.49069378594325647,0.01446598733608062
0,XMEAS(12),XMEAS(5),0.5217938222180551,-0.003369443145645083
1,XMEAS(12),XMEAS(1),0.24111479591374474,0.0003555638538552952
1,XMEAS(12),XMEAS(2),0.5658371707472302,0.010570555252468361
1,XMEAS(12),XMEAS(3),0.4893927422856394,0.0014494076242595145
1,XMEAS(12),XMEAS(5),0.5194702978094555,0.0071766716198463695
2,XMEAS(12),XMEAS(1),0.2415536971082087,0.001049595058780529
2,XMEAS(12),XMEAS(2),0.5653981606745244,0.0005823589165818595
2,XMEAS(12),XMEAS(3),0.4889870450968592,0.011680844850719468
2,XMEAS(12),XMEAS(5),0.5181775323468456,0.001916930289881127
3,XMEAS(12),XMEAS(1),0.24226658519061697,0.011230448464354559
3,XMEAS(12),XMEAS(2),0.5661912359725124,0.006707241973140912
3,XMEAS(12),XMEAS(3),0.4893982959734528,0.0062856470141070915
3,XMEAS(12),XMEAS(5),0.5180364653971996,0.03829647841057625
4,XMEAS(12),XMEAS(1),0.2431910004133024,0.047649178008742445
4,XMEAS(12),XMEAS(2),0.5684653145243982,0.00438670912328169
4,XMEAS(12),XMEAS(3),0.49006104093755737,0.008699966257153694
4,XMEAS(12),XMEAS(5),0.5176272406056224,0.00688534520539233
5,XMEAS(12),XMEAS(1),0.24424583537904063,0.016124518012972877
5,XMEAS(12),XMEAS(2),0.5718028390615397,0.0043156640479500115
5,XMEAS(12),XMEAS(3),0.49075735885650235,0.017493836723526095
5,XMEAS(12),XMEAS(5),0.5171500796587357,0.005307747608735682
6,XMEAS(12),XMEAS(1),0.24533679101309722,0.005702204700411191
6,XMEAS(12),XMEAS(2),0.5757928584600797,0.0
6,XMEAS(12),XMEAS(3),0.4915693037393551,0.0077044438752123
6,XMEAS(12),XMEAS(5),0.517562519144166,0.006641520023982075
7,XMEAS(12),XMEAS(1),0.24661965417228304,0.005425670505151596
7,XMEAS(12),XMEAS(2),0.5800513515325713,0.0008656173957994621
7,XMEAS(12),XMEAS(3),0.4924188486396417,0.008072112530197226
7,XMEAS(12),XMEAS(5),0.5172352363032201,0.0028477062864382357
8,XMEAS(12),XMEAS(1),0.24802835692070266,0.012674548536547217
8,XMEAS(12),XMEAS(2),0.5830256141284824,0.0078954382214751
8,XMEAS(12),XMEAS(3),0.4927387247085525,0.0013207489429044826
8,XMEAS(12),XMEAS(5),0.5164609111734108,0.002099624499478324
9,XMEAS(12),XMEAS(1),0.24937525174305183,0.0035394731429897815
9,XMEAS(12),XMEAS(2),0.5855579043608085,0.00878377494969134
9,XMEAS(12),XMEAS(3),0.49271929368662143,0.0037103859327627937
9,XMEAS(12),XMEAS(5),0.5151243335189204,0.011659843545566677
10,XMEAS(12),XMEAS(1),0.25042401258606006,0.011168040010728485
10,XMEAS(12),XMEAS(2),0.5865293263537739,0.003528770882727381
10,XMEAS(12),XMEAS(3),0.49220725094280765,0.0034638099709587192
10,XMEAS(12),XMEAS(5),0.5154780895322496,0.0017070052661663224
11,XMEAS(12),XMEAS(1),0.2509711473573727,0.00401952863110476
11,XMEAS(12),XMEAS(2),0.5865883585999282,0.0028075476900599446
11,XMEAS(12),XMEAS(3),0.4913888641739007,0.0033812027699020803
11,XMEAS(12),XMEAS(5),0.5163841662034547,0.001179453831964072
12,XMEAS(12),XMEAS(1),0.2509440839230929,0.009255055785043377
12,XMEAS(12),XMEAS(2),0.5861373342824906,0.015598111331837763
12,XMEAS(12),XMEAS(3),0.4903133208004805,-0.011460214734316592
12,XMEAS(12),XMEAS(5),0.516857728298251,0.0
13,XMEAS(12),XMEAS(1),0.25084130380336794,-0.004243595954059987
13,XMEAS(12),XMEAS(2),0.5849557337704153,0.005218899467903253
13,XMEAS(12),XMEAS(3),0.48928118884337124,0.0012764874340273032
13,XMEAS(12),XMEAS(5),0.517582965073666,0.014248828403993292
14,XMEAS(12),XMEAS(1),0.2508107284716362,0.00466622960860546
14,XMEAS(12),XMEAS(2),0.5837108868606137,0.002730248526355356
14,XMEAS(12),XMEAS(3),0.48842222484711545,0.008587753671119901
14,XMEAS(12),XMEAS(5),0.5186964135715774,0.004265281283576121
15,XMEAS(12),XMEAS(1),0.25078734597657676,0.0032089688550620945
15,XMEAS(12),XMEAS(2),0.5826232818426942,0.008749476468711527
15,XMEAS(12),XMEAS(3),0.48806242772197683,0.0017479501214838398
15,XMEAS(12),XMEAS(5),0.5185013075201812,0.005357342841237752
16,XMEAS(12),XMEAS(1),0.25085618701500273,0.0015694702322130898
16,XMEAS(12),XMEAS(2),0.5824174349908764,0.005365631128526971
16,XMEAS(12),XMEAS(3),0.48824368976375515,0.007639121416865796
16,XMEAS(12),XMEAS(5),0.5193658441029859,0.00651434489655415
17,XMEAS(12),XMEAS(1),0.2509945758859807,0.0
17,XMEAS(12),XMEAS(2),0.5823872302721071,0.0026231333827519414
17,XMEAS(12),XMEAS(3),0.48885520322713083,0.007174908393041525
17,XMEAS(12),XMEAS(5),0.5201464470053138,0.007946645721822352
18,XMEAS(12),XMEAS(1),0.2514005522532595,0.005903116029343086
18,XMEAS(12),XMEAS(2),0.5825238918749281,-0.0038813205693301127
18,XMEAS(12),XMEAS(3),0.4895392794436886,0.001428482563282148
18,XMEAS(12),XMEAS(5),0.5199571208612567,-0.0008296730909869202
19,XMEAS(12),XMEAS(1),0.25188653406282274,0.0
19,XMEAS(12),XMEAS(2),0.5833048147533103,0.00022971508889693128
19,XMEAS(12),XMEAS(3),0.49061882364282217,-0.009537312056867246
19,XMEAS(12),XMEAS(5),0.5201553976658786,0.005761713968073314
20,XMEAS(12),XMEAS(1),0.2521867273526789,0.013450566591510716
20,XMEAS(12),XMEAS(2),0.5844293547344005,0.0004849382668244565
20,XMEAS(12),XMEAS(3),0.491292582850312,-0.010304538149890017
20,XMEAS(12),XMEAS(5),0.5210730173606157,0.006766852274156014
21,XMEAS(12),XMEAS(1),0.252518840075029,3.549227348545198e-05
21,XMEAS(12),XMEAS(2),0.5859931065297221,0.0024770821437567125
21,XMEAS(12),XMEAS(3),0.49176681021111135,0.005765619099421839
21,XMEAS(12),XMEAS(5),0.5222429598923014,-0.0008170953821463284
22,XMEAS(12),XMEAS(1),0.2530586223198413,0.0008814358195963352
22,XMEAS(12),XMEAS(2),0.5878687550740651,-0.004614878293065132
22,XMEAS(12),XMEAS(3),0.49173434178831127,0.00953979897393012
22,XMEAS(12),XMEAS(5),0.5233111930685433,-0.011151048075034834
23,XMEAS(12),XMEAS(1),0.25349609912332116,0.002459384044961097
23,XMEAS(12),XMEAS(2),0.5895781232491805,0.002448059510557547
23,XMEAS(12),XMEAS(3),0.4915360142698423,0.0066189401498713465
23,XMEAS(12),XMEAS(5),0.5247580812155547,-0.009337554819834719
24,XMEAS(12),XMEAS(1),0.25362648362387763,0.007935400317353309
24,XMEAS(12),XMEAS(2),0.5895727128268056,0.008788984707705902
24,XMEAS(12),XMEAS(3),0.49149844402636467,-0.01204383063429477
24,XMEAS(12),XMEAS(5),0.5274422237452389,0.0060329307905671965
25,XMEAS(12),XMEAS(1),0.253513104564683,0.010536911967347231
25,XMEAS(12),XMEAS(2),0.5891635809802537,0.0
25,XMEAS(12),XMEAS(3),0.49146925225785953,0.004199616265112503
25,XMEAS(12),XMEAS(5),0.5292455526453336,0.006217630967731769
26,XMEAS(12),XMEAS(1),0.25298073422868733,0.0037676034296474994
26,XMEAS(12),XMEAS(2),0.588903458402838,0.009966951689869209
26,XMEAS(12),XMEAS(3),0.49139971909115066,0.0024258906143918243
26,XMEAS(12),XMEAS(5),0.5327214027681076,0.015461275951024181
27,XMEAS(12),XMEAS(1),0.2523333448869571,0.016781591512412736
27,XMEAS(12),XMEAS(2),0.587970640055821,0.0
27,XMEAS(12),XMEAS(3),0.4919046606675707,-0.011122797052664191
27,XMEAS(12),XMEAS(5),0.5352525751902645,0.00929627645308944
28,XMEAS(12),XMEAS(1),0.25207521811558686,0.00615694731441773
28,XMEAS(12),XMEAS(2),0.5862365356392287,0.01532646125565492
28,XMEAS(12),XMEAS(3),0.49272869660942453,-0.007243153143437068
28,XMEAS(12),XMEAS(5),0.5354161635319518,-0.015959434878101184
29,XMEAS(12),XMEAS(1),0.25189724421044773,0.006116833029446642
29,XMEAS(12),XMEAS(2),0.5840356584646512,-0.005482060750208857
29,XMEAS(12),XMEAS(3),0.49397932986089804,-0.005155957260941561
29,XMEAS(12),XMEAS(5),0.5347483240557152,-0.01152155685341356
30,XMEAS(12),XMEAS(1),0.2516196861040144,-0.007179944286568288
30,XMEAS(12),XMEAS(2),0.5834535512718287,-0.003452678686093157
30,XMEAS(12),XMEAS(3),0.495617781094304,-0.00540561617794288
30,XMEAS(12),XMEAS(5),0.5330246240156719,-0.010893705040851513
31,XMEAS(12),XMEAS(1),0.25132607360436443,-0.008909332121238964
31,XMEAS(12),XMEAS(2),0.583515878939645,-0.00045454269416258386
31,XMEAS(12),XMEAS(3),0.4975912037281633,-0.006250054962320046
31,XMEAS(12),XMEAS(5),0.5314667107447306,-0.023402826339622304
32,XMEAS(12),XMEAS(1),0.2509293852951776,-0.008019695788065166
32,XMEAS(12),XMEAS(2),0.5837519147927256,-0.014315039852465981
32,XMEAS(12),XMEAS(3),0.4994856929390896,-0.0075639094962990806
32,XMEAS(12),XMEAS(5),0.5297748663969437,-0.005457342710021114
33,XMEAS(12),XMEAS(1),0.2503702616904872,-0.01019391020441577
33,XMEAS(12),XMEAS(2),0.5837543922038348,-0.00143603601938966
33,XMEAS(12),XMEAS(3),0.5009452729589092,-0.0014143184055523822
33,XMEAS(12),XMEAS(5),0.5284790478836605,-0.012879317984110353
34,XMEAS(12),XMEAS(1),0.24975153959091653,-0.01122614233058022
34,XMEAS(12),XMEAS(2),0.5824102672670417,0.00199933052074706
34,XMEAS(12),XMEAS(3),0.5019021153465059,0.0
34,XMEAS(12),XMEAS(5),0.528636600309213,0.01249743519573938
35,XMEAS(12),XMEAS(1),0.24902462950779783,-0.006484754552778388
35,XMEAS(12),XMEAS(2),0.581558703909601,0.00586107385238808
35,XMEAS(12),XMEAS(3),0.5021491154158659,0.0026559699178469944
35,XMEAS(12),XMEAS(5),0.5289799337229812,0.005515414465919632
36,XMEAS(12),XMEAS(1),0.24806504215768263,-0.013596858369861183
36,XMEAS(12),XMEAS(2),0.5801132323046286,0.0
36,XMEAS(12),XMEAS(3),0.5015996362107561,-0.009316408586172978
36,XMEAS(12),XMEAS(5),0.5309415972795081,0.014492588280859453
37,XMEAS(12),XMEAS(1),0.24721573022385993,0.0
37,XMEAS(12),XMEAS(2),0.577826916233533,0.010271759560916145
37,XMEAS(12),XMEAS(3),0.5010846939141702,-0.02102286263417196
37,XMEAS(12),XMEAS(5),0.5338398110288444,-0.0055455247462823
38,XMEAS(12),XMEAS(1),0.24649008436587574,0.005181206652004003
38,XMEAS(12),XMEAS(2),0.5747722055807144,-0.017367772295910005
38,XMEAS(12),XMEAS(3),0.500276772866771,-0.002804508241583733
38,XMEAS(12),XMEAS(5),0.5350513822537935,0.012954320886660849
39,XMEAS(12),XMEAS(1),0.24593431765004367,0.0
39,XMEAS(12),XMEAS(2),0.5723715266759052,-0.010062286779361483
39,XMEAS(12),XMEAS(3),0.49989971180037723,0.002108070909237376
39,XMEAS(12),XMEAS(5),0.5357145863852527,0.0017457337834656335
40,XMEAS(12),XMEAS(1),0.24588189714676434,0.004713286438181625
40,XMEAS(12),XMEAS(2),0.5715136424717654,0.0023680409502215356
40,XMEAS(12),XMEAS(3),0.5004881213434909,0.005808693086200472
40,XMEAS(12),XMEAS(5),0.5359872860475073,0.0045860288890094995
41,XMEAS(12),XMEAS(1),0.24622892925314385,0.0011134326405199554
41,XMEAS(12),XMEAS(2),0.5711551975555242,0.009433118750826593
41,XMEAS(12),XMEAS(3),0.5016818479673908,-0.0025925400388344838
41,XMEAS(12),XMEAS(5),0.5355249354979356,-0.00837082931563538
42,XMEAS(12),XMEAS(1),0.24692758791261474,-0.006675027974650121
42,XMEAS(12),XMEAS(2),0.5723445284939228,0.002783655509984343
42,XMEAS(12),XMEAS(3),0.5030828735022834,0.0025997022440984595
42,XMEAS(12),XMEAS(5),0.5327814226416795,0.010419493036939242
43,XMEAS(12),XMEAS(1),0.24789192127964985,-0.0070290663305062435
43,XMEAS(12),XMEAS(2),0.5743921421911912,0.008796846563907315
43,XMEAS(12),XMEAS(3),0.5045804056207123,0.007077380719632471
43,XMEAS(12),XMEAS(5),0.5295375726171538,0.007443504282009035
44,XMEAS(12),XMEAS(1),0.24884133374626857,0.002002294876591847
44,XMEAS(12),XMEAS(2),0.5766891351265594,0.005866935868636836
44,XMEAS(12),XMEAS(3),0.5064190344408526,0.01599640229690689
44,XMEAS(12),XMEAS(5),0.5271182957005959,-0.007346834273615218
45,XMEAS(12),XMEAS(1),0.249674605649337,0.00515208665571979
45,XMEAS(12),XMEAS(2),0.5787901323773466,0.006287358751232494
45,XMEAS(12),XMEAS(3),0.5083524705809308,0.0013202889913905933
